experiment_name,split,group_type,group_value,rows,log_mae,p95_abs_pct_error,p99_abs_pct_error,error_gt_20pct_rate
F31_floor_flags_huber_010,recent_holdout,prev1_gap_bucket_plus,1-30,148451,0.05681135615216141,0.1715277959410593,0.28973889437039785,0.03308835912186513
F31_floor_flags_huber_010,recent_holdout,prev1_gap_bucket_plus,181-365,6418,0.09717339296078964,0.28262112456442934,0.4928714576214342,0.12277968214397009
F31_floor_flags_huber_010,recent_holdout,prev1_gap_bucket_plus,31-90,37152,0.06697141758953769,0.19901959164395217,0.33811288262688516,0.04955318690783807
F31_floor_flags_huber_010,recent_holdout,prev1_gap_bucket_plus,366-730,2677,0.1211643727210121,0.3617919658680542,0.648659423312158,0.1841613746731416
F31_floor_flags_huber_010,recent_holdout,prev1_gap_bucket_plus,731+,2322,0.1972848464446661,0.5261305827702152,0.7870246761192489,0.3979328165374677
F31_floor_flags_huber_010,recent_holdout,prev1_gap_bucket_plus,91-180,11912,0.08211284477772156,0.23548983932753514,0.4082646318248647,0.07488247145735392
F31_floor_flags_huber_010,recent_holdout,prev1_gap_bucket_plus,missing_or_negative,536,0.7545754801515644,2.453208650353784,7.829288044222043,0.8470149253731343
F31_floor_flags_huber_010,recent_holdout,prev2_gap_bucket_plus,1-30,103247,0.05458436452843375,0.16457213438999066,0.27656750096597926,0.029201817001946788
F31_floor_flags_huber_010,recent_holdout,prev2_gap_bucket_plus,181-365,13179,0.08269791228067283,0.2440354048727293,0.4142818294245309,0.08270733743076106
F31_floor_flags_huber_010,recent_holdout,prev2_gap_bucket_plus,31-90,58745,0.06068509801871648,0.18303207208665642,0.3080583418296861,0.03945867733424121
F31_floor_flags_huber_010,recent_holdout,prev2_gap_bucket_plus,366-730,5741,0.09886197584637728,0.288089322811011,0.5139421593065747,0.1252395053126633
F31_floor_flags_huber_010,recent_holdout,prev2_gap_bucket_plus,731+,5009,0.14941563986743567,0.43211814105661756,0.7298509611195704,0.26612098223198244
F31_floor_flags_huber_010,recent_holdout,prev2_gap_bucket_plus,91-180,22430,0.07152062775552358,0.2051749628908403,0.3612576010006113,0.05399019170753455
F31_floor_flags_huber_010,recent_holdout,prev2_gap_bucket_plus,missing_or_negative,1117,0.4474715313476898,0.9302074877427706,6.638871382269726,0.5532676812891674
